paradigm,method,dataset_or_workload,sample_or_seed,repeat,embedding_seconds,baseline_generation_seconds,watermarked_generation_seconds,paired_generation_delta_seconds,extraction_seconds,embedding_reference_tokens,extraction_reference_tokens,embedding_ms_per_1k_tokens,baseline_generation_ms_per_1k_tokens,watermarked_generation_ms_per_1k_tokens,paired_generation_delta_ms_per_1k_tokens,extraction_ms_per_1k_tokens
logits-bias,CodeIP,p10_crud_cpp_record,20260932,2,0.186757028103,19.251296138391,19.438053166494,0.186757028103,0.656710337847,256,255,729.519641027,75200.375540589,75929.895181616,729.519641027,2575.334658225
logits-bias,CodeIP,p10_crud_java_user,20260933,2,-0.108234233223,20.579318905249,20.471084672026,-0.108234233223,0.679410573095,256,256,-422.789973527,80387.964473630,79965.174500103,-422.789973527,2653.947551153
logits-bias,CodeIP,p10_crud_python_errors,20260934,2,0.060439404100,19.697467517108,19.757906921208,0.060439404100,0.668006705120,256,256,236.091422266,76943.232488702,77179.323910968,236.091422266,2609.401191876
logits-bias,CodeIP,p07_calculator_cpp_tokens,20260935,3,0.099317297339,19.080286560580,19.179603857920,0.099317297339,0.679181940854,256,256,387.958192732,74532.369377266,74920.327569998,387.958192732,2653.054456459
logits-bias,CodeIP,p07_calculator_java_token_type,20260936,3,0.102086190134,19.044421065599,19.146507255733,0.102086190134,0.703862861730,256,256,398.774180212,74392.269787495,74791.043967707,398.774180212,2749.464303633
logits-bias,CodeIP,p07_calculator_python_errors,20260937,3,-0.478923956864,21.084099205211,20.605175248347,-0.478923956864,0.619598508812,256,256,-1870.796706498,82359.762520355,80488.965813856,-1870.796706498,2420.306675049
logits-bias,CodeIP,p10_crud_cpp_record,20260938,3,0.216451676562,19.179064180702,19.395515857264,0.216451676562,0.665541964583,256,255,845.514361572,74918.219455867,75763.733817439,845.514361572,2609.968488561
logits-bias,CodeIP,p10_crud_java_user,20260939,3,0.221846550703,19.550725842826,19.772572393529,0.221846550703,0.667365803383,256,256,866.588088684,76370.022823539,77236.610912223,866.588088684,2606.897669466
logits-bias,CodeIP,p10_crud_python_errors,20260940,3,0.210353886709,19.316794239916,19.527148126625,0.210353886709,0.666421882808,256,256,821.694869956,75456.227499672,76277.922369627,821.694869956,2603.210479720
logits-bias,CodeIP,p07_calculator_cpp_tokens,20260941,4,0.398454997689,18.993443617597,19.391898615286,0.398454997689,0.700833832845,256,256,1556.464834721,74193.139131239,75749.603965960,1556.464834721,2737.632159551
logits-bias,CodeIP,p07_calculator_java_token_type,20260942,4,0.194016021676,19.155996988527,19.350013010204,0.194016021676,0.665371162817,256,256,757.875084673,74828.113236435,75585.988321109,757.875084673,2599.106104753
logits-bias,CodeIP,p07_calculator_python_errors,20260943,4,0.126840471290,19.448989387602,19.575829858892,0.126840471290,0.669782906771,256,255,495.470590977,75972.614795319,76468.085386296,495.470590977,2626.599634395
logits-bias,CodeIP,p10_crud_cpp_record,20260944,4,0.169116089121,19.667327161878,19.836443250999,0.169116089121,0.665863743052,256,256,660.609723127,76825.496726087,77486.106449214,660.609723127,2601.030246296
logits-bias,CodeIP,p10_crud_java_user,20260945,4,0.006501478143,19.845806063153,19.852307541296,0.006501478143,0.665993746370,256,256,25.396398996,77522.679934191,77548.076333187,25.396398996,2601.538071758
logits-bias,CodeIP,p10_crud_python_errors,20260946,4,-0.301459132694,19.780545883812,19.479086751118,-0.301459132694,0.663946068846,256,256,-1177.574737085,77267.757358641,76090.182621556,-1177.574737085,2593.539331428
logits-bias,Waterfall,p07_calculator_cpp_tokens,20260917,0,1.328744807281,19.560126377270,20.888871184550,1.328744807281,0.415489484556,256,256,5190.409403440,76406.743661209,81597.153064649,5190.409403440,1623.005799047
logits-bias,Waterfall,p07_calculator_java_token_type,20260918,0,1.284084867686,19.607706476934,20.891791344620,1.284084867686,0.365114022046,256,256,5015.956514399,76592.603425524,81608.559939923,5015.956514399,1426.226648618
logits-bias,Waterfall,p07_calculator_python_errors,20260919,0,1.014455193654,19.662957433611,20.677412627265,1.014455193654,0.378453916870,256,256,3962.715600210,76808.427475044,80771.143075253,3962.715600210,1478.335612774
logits-bias,Waterfall,p10_crud_cpp_record,20260920,0,1.198581865057,19.595520818606,20.794102683663,1.198581865057,0.404886842705,256,256,4681.960410380,76545.003197680,81226.963608060,4681.960410380,1581.589229318
logits-bias,Waterfall,p10_crud_java_user,20260921,0,1.261546496302,19.694561140612,20.956107636914,1.261546496302,0.432830440812,256,256,4927.916001179,76931.879455515,81859.795456694,4927.916001179,1690.743909421
logits-bias,Waterfall,p10_crud_python_errors,20260922,0,0.929145795293,19.909224019386,20.838369814679,0.929145795293,0.403395747766,256,256,3629.475762864,77770.406325726,81399.882088590,3629.475762864,1575.764639711
logits-bias,Waterfall,p07_calculator_cpp_tokens,20260923,1,1.545094235800,19.946723637171,21.491817872971,1.545094235800,0.557269765995,256,256,6035.524358595,77916.889207700,83952.413566294,6035.524358595,2176.835023420
logits-bias,Waterfall,p07_calculator_java_token_type,20260924,1,1.094708628021,19.609309934080,20.704018562101,1.094708628021,0.451900532469,256,256,4276.205578208,76598.866929999,80875.072508206,4276.205578208,1765.236454958
logits-bias,Waterfall,p07_calculator_python_errors,20260925,1,1.907181262039,19.340038352646,21.247219614685,1.907181262039,0.600949734449,256,256,7449.926804838,75547.024815023,82996.951619862,7449.926804838,2347.459900193
logits-bias,Waterfall,p10_crud_cpp_record,20260926,1,1.187159861438,19.800861188211,20.988021049649,1.187159861438,0.593217970803,256,256,4637.343208742,77347.114016447,81984.457225190,4637.343208742,2317.257698451
logits-bias,Waterfall,p10_crud_java_user,20260927,1,1.502590005286,19.316551202908,20.819141208194,1.502590005286,0.423094533384,256,256,5869.492208149,75455.278136360,81324.770344509,5869.492208149,1652.713021031
logits-bias,Waterfall,p10_crud_python_errors,20260928,1,1.118218626827,19.361070620827,20.479289247654,1.118218626827,0.427354344167,256,256,4368.041511043,75629.182112607,79997.223623650,4368.041511043,1669.352906902
logits-bias,Waterfall,p07_calculator_cpp_tokens,20260929,2,1.141384501010,19.055349035189,20.196733536199,1.141384501010,0.477164939046,256,256,4458.533207071,74434.957168705,78893.490375776,4458.533207071,1863.925543148
logits-bias,Waterfall,p07_calculator_java_token_type,20260930,2,1.090621502139,19.559489943087,20.650111445226,1.090621502139,0.404502480291,256,256,4260.240242729,76404.257590184,80664.497832913,4260.240242729,1580.087813636
logits-bias,Waterfall,p07_calculator_python_errors,20260931,2,0.858200272545,19.507015476003,20.365215748549,0.858200272545,0.374358647503,256,256,3352.344814630,76199.279203138,79551.624017768,3352.344814630,1462.338466808
logits-bias,Waterfall,p10_crud_cpp_record,20260932,2,1.318468858488,19.271905445494,20.590374303982,1.318468858488,0.420029032044,256,256,5150.268978468,75280.880646460,80431.149624928,5150.268978468,1640.738406422
logits-bias,Waterfall,p10_crud_java_user,20260933,2,0.685922780074,20.116480710916,20.802403490990,0.685922780074,0.625374088995,256,256,2679.385859665,78580.002777016,81259.388636681,2679.385859665,2442.867535137
logits-bias,Waterfall,p10_crud_python_errors,20260934,2,1.099436960183,20.010676939040,21.110113899224,1.099436960183,0.410986037925,256,256,4294.675625715,78166.706793127,82461.382418842,4294.675625715,1605.414210644
logits-bias,Waterfall,p07_calculator_cpp_tokens,20260935,3,-0.169772901572,21.436535446905,21.266762545332,-0.169772901572,0.893531040289,256,256,-663.175396767,83736.466589471,83073.291192704,-663.175396767,3490.355626127
logits-bias,Waterfall,p07_calculator_java_token_type,20260936,3,1.581129551865,19.028851781972,20.609981333837,1.581129551865,0.881761005148,256,256,6176.287311973,74331.452273327,80507.739585300,6176.287311973,3444.378926361
logits-bias,Waterfall,p07_calculator_python_errors,20260937,3,1.196672257036,19.307424391620,20.504096648656,1.196672257036,0.586309952661,256,256,4674.501004047,75419.626529765,80094.127533812,4674.501004047,2290.273252584
logits-bias,Waterfall,p10_crud_cpp_record,20260938,3,1.517698110081,19.155874575488,20.673572685570,1.517698110081,0.431900371797,256,256,5928.508242505,74827.635060501,80756.143303006,5928.508242505,1687.110827334
logits-bias,Waterfall,p10_crud_java_user,20260939,3,1.624381766655,19.593014696613,21.217396463268,1.624381766655,0.433370308951,256,256,6345.241275994,76535.213658644,82880.454934639,6345.241275994,1692.852769338
logits-bias,Waterfall,p10_crud_python_errors,20260940,3,1.318300786428,19.255300463177,20.573601249605,1.318300786428,0.431086846627,256,256,5149.612446985,75216.017434286,80365.629881271,5149.612446985,1683.932994638
logits-bias,Waterfall,p07_calculator_cpp_tokens,20260941,4,1.490998598747,18.664598453790,20.155597052537,1.490998598747,0.437938569114,256,256,5824.213276355,72908.587710117,78732.800986472,5824.213276355,1710.697535600
logits-bias,Waterfall,p07_calculator_java_token_type,20260942,4,1.237543651834,19.309095463715,20.546639115550,1.237543651834,0.460712060332,256,256,4834.154889977,75426.154155139,80260.309045116,4834.154889977,1799.656485673
logits-bias,Waterfall,p07_calculator_python_errors,20260943,4,1.582454572432,19.252240343951,20.834694916382,1.582454572432,0.445330204442,256,256,6181.463173561,75204.063843557,81385.527017119,6181.463173561,1739.571111102
logits-bias,Waterfall,p10_crud_cpp_record,20260944,4,1.160575408489,19.661963187158,20.822538595647,1.160575408489,0.428165527061,256,256,4533.497689408,76804.543699836,81338.041389245,4533.497689408,1672.521590081
logits-bias,Waterfall,p10_crud_java_user,20260945,4,1.203406207263,19.811620014720,21.015026221983,1.203406207263,0.434728494845,256,256,4700.805497123,77389.140682499,82089.946179622,4700.805497123,1698.158182990
logits-bias,Waterfall,p10_crud_python_errors,20260946,4,1.415469586849,19.268040673807,20.683510260656,1.415469586849,0.401309015229,256,256,5529.178073630,75265.783882060,80794.961955689,5529.178073630,1567.613340740
semantic-preserving,CodeMark,csn_js,test#0,0,0.005972635001,,,,0.003518705256,51,52,117.110490215,,,,67.667408775
semantic-preserving,CodeMark,csn_js,test#1,0,0.008726191707,,,,0.005144897848,97,85,89.960739247,,,,60.528209981
semantic-preserving,CodeMark,csn_js,test#2,0,0.006596518680,,,,0.003953400068,65,60,101.484902776,,,,65.890001133
semantic-preserving,CodeMark,csn_js,test#3,0,0.006361927837,,,,0.003595739603,70,61,90.884683388,,,,58.946550870
semantic-preserving,CodeMark,csn_js,test#4,0,0.011041884311,,,,0.006497744471,130,114,84.937571620,,,,56.997758516
semantic-preserving,CodeMark,csn_js,test#5,0,0.006673794240,,,,0.004554098472,66,75,101.118094542,,,,60.721312960
semantic-preserving,CodeMark,csn_js,test#6,0,0.018651170656,,,,0.013752070256,276,255,67.576705276,,,,53.929687277
semantic-preserving,CodeMark,csn_js,test#7,0,0.014253235422,,,,0.009730755351,204,185,69.868801089,,,,52.598677576
semantic-preserving,CodeMark,csn_js,test#8,0,0.016359593719,,,,0.010100668296,232,191,70.515490169,,,,52.883080085
semantic-preserving,CodeMark,csn_js,test#9,0,0.031034442596,,,,0.020858521573,645,570,48.115414878,,,,36.593897497
semantic-preserving,CodeMark,csn_js,test#10,0,0.013910739683,,,,0.009415400214,163,172,85.341961243,,,,54.740698921
semantic-preserving,CodeMark,csn_js,test#11,0,0.035855956376,,,,0.025740400888,584,625,61.397185575,,,,41.184641421
semantic-preserving,CodeMark,csn_js,test#12,0,0.009389426559,,,,0.005662121810,101,103,92.964619398,,,,54.972056408
semantic-preserving,CodeMark,csn_js,test#13,0,0.028551544063,,,,0.018044134602,433,399,65.938900838,,,,45.223394992
semantic-preserving,CodeMark,csn_js,test#14,0,0.009683009237,,,,0.006081836298,109,122,88.834947129,,,,49.851117198
semantic-preserving,CodeMark,csn_js,test#15,0,0.014850424603,,,,0.009183038957,207,197,71.741181655,,,,46.614410951
semantic-preserving,CodeMark,csn_js,test#16,0,0.007153340615,,,,0.004696552642,69,80,103.671603121,,,,58.706908021
semantic-preserving,CodeMark,csn_js,test#17,0,0.005609028041,,,,0.003233494237,55,48,101.982328025,,,,67.364463272
semantic-preserving,CodeMark,csn_js,test#18,0,0.007425050251,,,,0.004708526656,71,75,104.578172552,,,,62.780355414
semantic-preserving,CodeMark,csn_js,test#19,0,0.006869114935,,,,0.004295424558,70,69,98.130213363,,,,62.252529829
semantic-preserving,CodeMark,csn_js,test#20,0,0.006696919911,,,,0.004236382432,66,65,101.468483494,,,,65.175114343
semantic-preserving,CodeMark,csn_js,test#21,0,0.010203562677,,,,0.006977200508,103,114,99.063715310,,,,61.203513229
semantic-preserving,CodeMark,csn_js,test#22,0,0.006498684175,,,,0.005228398368,89,100,73.018923318,,,,52.283983678
semantic-preserving,CodeMark,csn_js,test#23,0,0.006585231982,,,,0.004384919070,66,68,99.776242154,,,,64.484103966
semantic-preserving,CodeMark,csn_js,test#24,0,0.007595402189,,,,0.004581470042,70,69,108.505745551,,,,66.398116557
semantic-preserving,CodeMark,csn_js,test#25,0,0.037180829793,,,,0.022898858413,457,493,81.358489701,,,,46.447988668
semantic-preserving,CodeMark,csn_js,test#26,0,0.027659184299,,,,0.017984003760,332,352,83.310796083,,,,51.090919773
semantic-preserving,CodeMark,csn_js,test#27,0,0.006668254733,,,,0.004456733353,68,76,98.062569604,,,,58.641228335
semantic-preserving,CodeMark,csn_js,test#28,0,0.010933692567,,,,0.006484515965,112,109,97.622255063,,,,59.490972156
semantic-preserving,CodeMark,csn_js,test#29,0,0.018305986188,,,,0.010577876121,231,193,79.246693456,,,,54.807648294
semantic-preserving,CodeMark,csn_js,test#30,0,0.005225258879,,,,0.003124084324,27,36,193.528106643,,,,86.780120101
semantic-preserving,CodeMark,csn_js,test#31,0,0.007355928421,,,,0.005376474001,81,95,90.813931124,,,,56.594463163
semantic-preserving,CodeMark,csn_js,test#32,0,0.015338174999,,,,0.009868356399,154,148,99.598538953,,,,66.678083779
semantic-preserving,CodeMark,csn_js,test#33,0,0.011403962038,,,,0.006424856372,113,107,100.920018039,,,,60.045386656
semantic-preserving,CodeMark,csn_js,test#34,0,0.014069532976,,,,0.008312555030,146,134,96.366664216,,,,62.033992761
semantic-preserving,CodeMark,csn_js,test#35,0,0.006368343718,,,,0.003508756869,39,41,163.290864573,,,,85.579435818
semantic-preserving,CodeMark,csn_js,test#36,0,0.006475370377,,,,0.003673806787,52,47,124.526353410,,,,78.166101841
semantic-preserving,CodeMark,csn_js,test#37,0,0.011121984571,,,,0.006404491141,101,87,110.118659121,,,,73.614840706
semantic-preserving,CodeMark,csn_js,test#38,0,0.018087090924,,,,0.011810627766,245,228,73.824860916,,,,51.800998973
semantic-preserving,CodeMark,csn_js,test#39,0,0.005625265650,,,,0.002884543501,35,37,160.721875727,,,,77.960635158
semantic-preserving,CodeMark,csn_js,test#40,0,0.005861055106,,,,0.002876436338,31,31,189.066293740,,,,92.788268962
semantic-preserving,CodeMark,csn_js,test#41,0,0.007308525033,,,,0.003595321439,67,58,109.082463184,,,,61.988300676
semantic-preserving,CodeMark,csn_js,test#42,0,0.006035589613,,,,0.003146491013,41,37,147.209502757,,,,85.040297661
semantic-preserving,CodeMark,csn_js,test#43,0,0.017919228412,,,,0.011306880973,217,207,82.577089457,,,,54.622613397
semantic-preserving,CodeMark,csn_js,test#44,0,0.010011471808,,,,0.005607497878,78,73,128.352202666,,,,76.815039430
semantic-preserving,CodeMark,csn_js,test#45,0,0.031569791958,,,,0.021811205894,319,376,98.964865071,,,,58.008526313
semantic-preserving,CodeMark,csn_js,test#46,0,0.007873279043,,,,0.004330569878,81,68,97.200975834,,,,63.684851150
semantic-preserving,CodeMark,csn_js,test#47,0,0.011694472283,,,,0.006819492206,151,139,77.446836312,,,,49.061095007
semantic-preserving,CodeMark,csn_js,test#48,0,0.012885127217,,,,0.007614124566,148,148,87.061670382,,,,51.446787610
